,session_ID,Garage_ID,User_ID,User_type,Shared_ID,Start_plugin,Start_plugin_hour,End_plugout,End_plugout_hour,El_kWh,Duration_hours,month_plugin,weekdays_plugin,Plugin_category,Duration_category,end_soc,start_soc,start_day_idx,end_day_idx,delta_t,delta_soc_rounded
3596,3597,Bl2,Bl2-7,Private,,2019-11-06 20:15:00,20,2019-11-07 10:52:00,10.0,8.64,14.616666666666667,Nov,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.893,121,209,88,0.1
3597,3598,Bl2,Bl2-2,Private,,2019-11-06 20:31:00,20,2019-11-06 21:41:00,21.0,4.15,1.1666666666666667,Nov,Wednesday,early evening (18-21),Less than 3 hours,1,0.949,123,130,7,0.06
3599,3600,MS22,AsO4-2,Private,,2019-11-06 20:59:00,20,2019-11-07 06:20:00,6.0,9.93,9.35,Nov,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.877,125,182,57,0.12
3600,3601,UT9,Share-36,Shared,Shared-12,2019-11-06 21:22:00,21,2019-11-06 23:40:00,23.0,3.9,2.3,Nov,Wednesday,late evening (21-midnight),Less than 3 hours,1,0.952,128,142,14,0.04
3601,3602,Bl2,Bl2-5,Private,,2019-11-06 21:57:00,21,2019-11-07 10:15:00,10.0,13.98,12.3,Nov,Wednesday,late evening (21-midnight),Between 12 and 15 hours,1,0.827,131,205,74,0.18
3602,3603,Bl2,Bl2-2,Private,,2019-11-06 22:04:00,22,2019-11-07 08:04:00,8.0,18.54,10.0,Nov,Wednesday,late evening (21-midnight),Between 9 and 12 hours,1,0.771,132,192,60,0.22
3603,3604,SR2,SR2-3,Private,,2019-11-06 22:33:00,22,2019-11-07 07:43:00,7.0,37.55,9.166666666666666,Nov,Wednesday,late evening (21-midnight),Between 9 and 12 hours,1,0.536,135,190,55,0.46
3604,3605,AdA1,AdA1-1,Private,,2019-11-06 22:36:00,22,2019-11-07 12:01:00,12.0,3.87,13.416666666666666,Nov,Wednesday,late evening (21-midnight),Between 12 and 15 hours,1,0.952,135,216,81,0.04
3605,3606,Bl2,Share-3,Shared,Shared-6,2019-11-07 00:43:00,0,2019-11-07 08:18:00,8.0,27.03,7.583333333333333,Nov,Thursday,early night (midnight-3),Between 6 and 9  hours,1,0.666,4,49,45,0.34
3606,3607,AsO2,Share-20,Shared,Shared-5,2019-11-07 02:28:00,2,2019-11-07 15:32:00,15.0,16.68,13.066666666666666,Nov,Thursday,early night (midnight-3),Between 12 and 15 hours,1,0.794,14,93,79,0.2
3607,3608,AdO1,AdO1-1,Private,,2019-11-07 07:52:00,7,2019-11-07 13:57:00,13.0,17.27,6.083333333333333,Nov,Thursday,early morning (6-9),Between 6 and 9  hours,1,0.786,47,83,36,0.22
3608,3609,Bl2,Share-30,Shared,Shared-7,2019-11-07 08:12:00,8,2019-11-07 13:09:00,13.0,35.68,4.95,Nov,Thursday,early morning (6-9),Between 3 and 6 hours,1,0.559,49,78,29,0.44
3609,3610,Bl2,Bl2-1,Private,,2019-11-07 12:05:00,12,2019-11-07 13:07:00,13.0,3.64,1.0333333333333334,Nov,Thursday,early afternoon (12-15),Less than 3 hours,1,0.955,72,78,6,0.04
3611,3612,UT15,UT15-1,Private,,2019-11-07 14:07:00,14,2019-11-08 12:36:00,12.0,7.78,22.483333333333334,Nov,Thursday,early afternoon (12-15),More than 18 hours,1,0.904,84,219,135,0.1
3612,3613,Bl2,Share-29,Shared,Shared-7,2019-11-07 14:46:00,14,2019-11-07 19:02:00,19.0,11.41,4.266666666666667,Nov,Thursday,early afternoon (12-15),Between 3 and 6 hours,1,0.859,88,114,26,0.14
3613,3614,Bl2,Share-30,Shared,Shared-6,2019-11-07 14:52:00,14,2019-11-07 17:39:00,17.0,14.32,2.783333333333333,Nov,Thursday,early afternoon (12-15),Less than 3 hours,1,0.823,89,105,16,0.18
3614,3615,NR1,NR1-2,Private,,2019-11-07 15:05:00,15,2019-11-08 06:49:00,6.0,2.49,15.733333333333333,Nov,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.969,90,184,94,0.04
3616,3617,NR1,NR1-1,Private,,2019-11-07 15:23:00,15,2019-11-08 08:44:00,8.0,6.9,17.35,Nov,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.915,92,196,104,0.08
3617,3618,Bl2,Bl2-1,Private,,2019-11-07 15:37:00,15,2019-11-07 17:58:00,17.0,8.33,2.35,Nov,Thursday,late afternoon (15-18),Less than 3 hours,1,0.897,93,107,14,0.1
3618,3619,AdA6,AdA6-1,Private,,2019-11-07 15:43:00,15,2019-11-07 16:55:00,16.0,1.03,1.2,Nov,Thursday,late afternoon (15-18),Less than 3 hours,1,0.987,94,101,7,0.02
3620,3621,Bl2,Bl2-3,Private,,2019-11-07 15:51:00,15,2019-11-08 07:29:00,7.0,12.11,15.633333333333333,Nov,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.85,95,188,93,0.14
3621,3622,Bl2,Bl2-8,Private,,2019-11-07 16:09:00,16,2019-11-07 17:59:00,17.0,10.94,1.8333333333333333,Nov,Thursday,late afternoon (15-18),Less than 3 hours,1,0.865,96,107,11,0.14
3622,3623,MS1,MS1-2,Private,,2019-11-07 16:19:00,16,2019-11-07 18:41:00,18.0,7.27,2.3666666666666667,Nov,Thursday,late afternoon (15-18),Less than 3 hours,1,0.91,97,112,15,0.08
3623,3624,AsO4,AsO4-1,Private,,2019-11-07 16:23:00,16,2019-11-08 07:31:00,7.0,7.52,15.133333333333333,Nov,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.907,98,189,91,0.1
3624,3625,UT15,UT15-2,Private,,2019-11-07 16:29:00,16,2019-11-08 07:43:00,7.0,16.65,15.233333333333333,Nov,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.794,98,190,92,0.2
3628,3629,NR1,NR1-3,Private,,2019-11-07 17:52:00,17,2019-11-07 18:59:00,18.0,7.42,1.1166666666666667,Nov,Thursday,late afternoon (15-18),Less than 3 hours,1,0.908,107,113,6,0.1
3630,3631,UT1,UT1-1,Private,,2019-11-07 18:08:00,18,2019-11-08 15:46:00,15.0,8.43,21.633333333333333,Nov,Thursday,early evening (18-21),More than 18 hours,1,0.896,108,238,130,0.1
3631,3632,SR2,SR2-3,Private,,2019-11-07 18:13:00,18,2019-11-07 20:00:00,20.0,12.11,1.7833333333333334,Nov,Thursday,early evening (18-21),Less than 3 hours,1,0.85,109,120,11,0.14
3632,3633,AsO2,Share-22,Shared,Shared-5,2019-11-07 18:16:00,18,2019-11-07 20:52:00,20.0,15.2,2.6,Nov,Thursday,early evening (18-21),Less than 3 hours,1,0.812,109,125,16,0.18
3633,3634,UT7,UT7-2,Private,,2019-11-07 18:22:00,18,2019-11-08 07:32:00,7.0,4.17,13.166666666666666,Nov,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.948,110,189,79,0.06
3634,3635,AsO2,AsO2-1,Private,,2019-11-07 18:23:00,18,2019-11-08 07:05:00,7.0,14.37,12.7,Nov,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.822,110,186,76,0.18
3636,3637,MS22,MS22-1,Private,,2019-11-07 19:03:00,19,2019-11-08 06:15:00,6.0,40.26,11.2,Nov,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.502,114,181,67,0.5
3637,3638,Bl2,Share-25,Shared,Shared-7,2019-11-07 19:15:00,19,2019-11-08 06:32:00,6.0,36.45,11.283333333333333,Nov,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.549,115,183,68,0.46
3638,3639,UT9,Share-36,Shared,Shared-12,2019-11-07 20:30:00,20,2019-11-08 00:28:00,0.0,7.95,3.966666666666667,Nov,Thursday,early evening (18-21),Between 3 and 6 hours,1,0.902,123,146,23,0.1
3639,3640,Bl2,Bl2-7,Private,,2019-11-07 20:30:00,20,2019-11-08 14:22:00,14.0,11.66,17.866666666666667,Nov,Thursday,early evening (18-21),Between 15 and 18 hours,1,0.856,123,230,107,0.14
3640,3641,SR2,SR2-3,Private,,2019-11-07 20:47:00,20,2019-11-08 08:00:00,8.0,6.29,11.216666666666667,Nov,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.922,124,192,68,0.08
3642,3643,AsO10,AsO10-1,Private,,2019-11-07 21:18:00,21,2019-11-08 07:08:00,7.0,14.61,9.833333333333334,Nov,Thursday,late evening (21-midnight),Between 9 and 12 hours,1,0.819,127,186,59,0.18
3643,3644,MS22,AsO4-2,Private,,2019-11-07 21:51:00,21,2019-11-08 06:30:00,6.0,8.94,8.65,Nov,Thursday,late evening (21-midnight),Between 6 and 9  hours,1,0.889,131,183,52,0.12
3644,3645,MS1,MS1-2,Private,,2019-11-07 21:52:00,21,2019-11-08 07:45:00,7.0,4.15,9.883333333333333,Nov,Thursday,late evening (21-midnight),Between 9 and 12 hours,1,0.949,131,190,59,0.06
3645,3646,NR1,NR1-3,Private,,2019-11-07 22:08:00,22,2019-11-08 07:05:00,7.0,19.5,8.95,Nov,Thursday,late evening (21-midnight),Between 6 and 9  hours,1,0.759,132,186,54,0.24
3646,3647,AdA6,AdA6-1,Private,,2019-11-07 22:18:00,22,2019-11-08 07:43:00,7.0,4.62,9.416666666666666,Nov,Thursday,late evening (21-midnight),Between 9 and 12 hours,1,0.943,133,190,57,0.06
3647,3648,AsO8,AsO8-3,Private,,2019-11-07 22:53:00,22,2019-11-08 06:41:00,6.0,21.58,7.8,Nov,Thursday,late evening (21-midnight),Between 6 and 9  hours,1,0.733,137,184,47,0.26
3648,3649,Bl2,Bl2-5,Private,,2019-11-07 23:11:00,23,2019-11-08 04:41:00,4.0,4.34,5.5,Nov,Thursday,late evening (21-midnight),Between 3 and 6 hours,1,0.946,139,172,33,0.06
3649,3650,Bl2,Bl2-8,Private,,2019-11-07 23:57:00,23,2019-11-08 07:08:00,7.0,23.11,7.183333333333334,Nov,Thursday,late evening (21-midnight),Between 6 and 9  hours,1,0.714,143,186,43,0.28
3650,3651,Bl2,Bl2-5,Private,,2019-11-08 06:42:00,6,2019-11-08 10:24:00,10.0,13.19,3.7,Nov,Friday,early morning (6-9),Between 3 and 6 hours,1,0.837,40,62,22,0.16
3651,3652,AdO3,AdO3-3,Private,,2019-11-08 07:43:00,7,2019-11-08 17:18:00,17.0,7.34,9.583333333333334,Nov,Friday,early morning (6-9),Between 9 and 12 hours,1,0.909,46,103,57,0.1
3653,3654,AdO3,AdO3-1,Shared,Shared-2,2019-11-08 11:19:00,11,2019-11-08 15:44:00,15.0,4.07,4.416666666666667,Nov,Friday,late morning (9-12),Between 3 and 6 hours,1,0.95,67,94,27,0.06
3654,3655,Bl2,Bl2-2,Private,,2019-11-08 12:07:00,12,2019-11-08 15:45:00,15.0,12.07,3.6333333333333333,Nov,Friday,early afternoon (12-15),Between 3 and 6 hours,1,0.851,72,94,22,0.14
3656,3657,NR1,NR1-1,Private,,2019-11-08 15:05:00,15,2019-11-08 16:51:00,16.0,6.21,1.7666666666666666,Nov,Friday,late afternoon (15-18),Less than 3 hours,1,0.923,90,101,11,0.08
3658,3659,Bl2,Share-28,Shared,Shared-6,2019-11-08 15:13:00,15,2019-11-08 17:28:00,17.0,5.26,2.25,Nov,Friday,late afternoon (15-18),Less than 3 hours,1,0.935,91,104,13,0.06
3659,3660,MS22,AsO4-2,Private,,2019-11-08 15:13:00,15,2019-11-08 16:48:00,16.0,4.56,1.5833333333333333,Nov,Friday,late afternoon (15-18),Less than 3 hours,1,0.944,91,100,9,0.06
3660,3661,SR14,SR14-2,Private,,2019-11-08 15:40:00,15,2019-11-08 18:08:00,18.0,17.81,2.466666666666667,Nov,Friday,late afternoon (15-18),Less than 3 hours,1,0.78,94,108,14,0.22
3661,3662,UT7,UT7-2,Private,,2019-11-08 15:44:00,15,2019-11-09 07:53:00,7.0,4.01,16.15,Nov,Friday,late afternoon (15-18),Between 15 and 18 hours,1,0.95,94,191,97,0.04
3662,3663,Bl2,Share-29,Shared,Shared-7,2019-11-08 15:45:00,15,2019-11-08 19:11:00,19.0,10.53,3.433333333333333,Nov,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.87,94,115,21,0.14
3663,3664,Bl2,Bl2-3,Private,,2019-11-08 15:48:00,15,2019-11-09 10:57:00,10.0,10.18,19.15,Nov,Friday,late afternoon (15-18),More than 18 hours,1,0.874,94,209,115,0.12
3664,3665,UT9,Share-36,Shared,Shared-12,2019-11-08 15:48:00,15,2019-11-08 18:20:00,18.0,5.32,2.533333333333333,Nov,Friday,late afternoon (15-18),Less than 3 hours,1,0.934,94,110,16,0.06
3665,3666,AsO4,AsO4-1,Private,,2019-11-08 15:53:00,15,2019-11-09 10:09:00,10.0,6.57,18.266666666666666,Nov,Friday,late afternoon (15-18),More than 18 hours,1,0.919,95,204,109,0.08
3668,3669,SR2,SR2-2,Private,,2019-11-08 16:28:00,16,2019-11-09 15:02:00,15.0,7.47,22.566666666666666,Nov,Friday,late afternoon (15-18),More than 18 hours,1,0.908,98,234,136,0.1
3669,3670,Bl2,Bl2-8,Private,,2019-11-08 16:57:00,16,2019-11-08 18:25:00,18.0,9.27,1.4666666666666666,Nov,Friday,late afternoon (15-18),Less than 3 hours,1,0.885,101,110,9,0.12
3670,3671,AsO2,AsO2-1,Private,,2019-11-08 16:58:00,16,2019-11-09 11:17:00,11.0,13.51,18.316666666666666,Nov,Friday,late afternoon (15-18),More than 18 hours,1,0.833,101,211,110,0.16
3671,3672,UT7,UT7-3,Private,,2019-11-08 17:40:00,17,2019-11-09 11:16:00,11.0,7.46,17.6,Nov,Friday,late afternoon (15-18),Between 15 and 18 hours,1,0.908,106,211,105,0.1
3674,3675,MS22,AsO4-2,Private,,2019-11-08 17:55:00,17,2019-11-09 12:42:00,12.0,4.91,18.783333333333335,Nov,Friday,late afternoon (15-18),More than 18 hours,1,0.939,107,220,113,0.06
3675,3676,Bl2,Bl2-7,Private,,2019-11-08 18:35:00,18,2019-11-09 12:40:00,12.0,5.23,18.083333333333332,Nov,Friday,early evening (18-21),More than 18 hours,1,0.935,111,220,109,0.06
3676,3677,Bl2,Bl2-1,Private,,2019-11-08 18:44:00,18,2019-11-09 12:29:00,12.0,16.35,17.75,Nov,Friday,early evening (18-21),Between 15 and 18 hours,1,0.798,112,218,106,0.2
3677,3678,SR14,SR14-2,Private,,2019-11-08 18:53:00,18,2019-11-09 07:01:00,7.0,45.2,12.133333333333333,Nov,Friday,early evening (18-21),Between 12 and 15 hours,1,0.441,113,186,73,0.56
3678,3679,UT9,Share-12,Shared,Shared-12,2019-11-08 19:05:00,19,2019-11-08 22:30:00,22.0,21.47,3.4166666666666665,Nov,Friday,early evening (18-21),Between 3 and 6 hours,1,0.734,114,135,21,0.26
3679,3680,Bl2,Bl2-5,Private,,2019-11-08 19:12:00,19,2019-11-09 09:33:00,9.0,8.67,14.35,Nov,Friday,early evening (18-21),Between 12 and 15 hours,1,0.893,115,201,86,0.1
3680,3681,NR1,NR1-1,Private,,2019-11-08 19:21:00,19,2019-11-09 11:21:00,11.0,7.9,16.0,Nov,Friday,early evening (18-21),Between 15 and 18 hours,1,0.902,116,212,96,0.1
3681,3682,AdA6,AdA6-1,Private,,2019-11-08 19:39:00,19,2019-11-09 07:21:00,7.0,4.49,11.7,Nov,Friday,early evening (18-21),Between 9 and 12 hours,1,0.944,117,188,71,0.06
3682,3683,AsO10,AsO10-1,Private,,2019-11-08 19:40:00,19,2019-11-09 09:18:00,9.0,15.29,13.633333333333333,Nov,Friday,early evening (18-21),Between 12 and 15 hours,1,0.811,118,199,81,0.18
3683,3684,AsO10,AsO10-5,Private,,2019-11-08 19:55:00,19,2019-11-09 08:55:00,8.0,47.54,13.0,Nov,Friday,early evening (18-21),Between 12 and 15 hours,1,0.412,119,197,78,0.58
3684,3685,SR2,SR2-1,Private,,2019-11-08 20:08:00,20,2019-11-09 11:43:00,11.0,8.65,15.583333333333334,Nov,Friday,early evening (18-21),Between 15 and 18 hours,1,0.893,120,214,94,0.1
3685,3686,AsO2,Share-20,Shared,Shared-5,2019-11-08 21:19:00,21,2019-11-09 07:53:00,7.0,16.22,10.566666666666666,Nov,Friday,late evening (21-midnight),Between 9 and 12 hours,1,0.799,127,191,64,0.2
3687,3688,AsO10,AsO10-4,Private,,2019-11-08 21:36:00,21,2019-11-09 16:48:00,16.0,18.23,19.2,Nov,Friday,late evening (21-midnight),More than 18 hours,1,0.775,129,244,115,0.22
3688,3689,Bl2,Share-28,Shared,Shared-6,2019-11-08 21:42:00,21,2019-11-09 10:30:00,10.0,18.04,12.8,Nov,Friday,late evening (21-midnight),Between 12 and 15 hours,1,0.777,130,207,77,0.22
3689,3690,AdO1,AdO1-3,Private,,2019-11-08 22:20:00,22,2019-11-09 12:18:00,12.0,36.82,13.966666666666667,Nov,Friday,late evening (21-midnight),Between 12 and 15 hours,1,0.545,134,217,83,0.46
3690,3691,AdA1,AdA1-1,Private,,2019-11-08 22:33:00,22,2019-11-09 09:33:00,9.0,17.48,11.0,Nov,Friday,late evening (21-midnight),Between 9 and 12 hours,1,0.784,135,201,66,0.22
3691,3692,Bl2,Bl2-8,Private,,2019-11-08 23:04:00,23,2019-11-09 16:15:00,16.0,21.16,17.183333333333334,Nov,Friday,late evening (21-midnight),Between 15 and 18 hours,1,0.738,138,241,103,0.26
3692,3693,Bl2,Share-18,Shared,Shared-7,2019-11-09 00:15:00,0,2019-11-09 11:37:00,11.0,61.32,11.366666666666667,Nov,Saturday,early night (midnight-3),Between 9 and 12 hours,1,0.242,1,69,68,0.76
3693,3694,Bl2,Bl2-2,Private,,2019-11-09 00:27:00,0,2019-11-09 19:06:00,19.0,15.88,18.65,Nov,Saturday,early night (midnight-3),More than 18 hours,1,0.804,2,114,112,0.2
3694,3695,MS1,MS1-1,Private,,2019-11-09 10:33:00,10,2019-11-09 13:13:00,13.0,3.27,2.6666666666666665,Nov,Saturday,late morning (9-12),Less than 3 hours,1,0.96,63,79,16,0.04
3695,3696,AsO2,Share-5,Shared,Shared-5,2019-11-09 11:13:00,11,2019-11-09 12:38:00,12.0,10.82,1.4166666666666667,Nov,Saturday,late morning (9-12),Less than 3 hours,1,0.866,67,75,8,0.14
3697,3698,UT9,Share-14,Shared,Shared-12,2019-11-09 11:31:00,11,2019-11-09 12:52:00,12.0,9.74,1.35,Nov,Saturday,late morning (9-12),Less than 3 hours,1,0.88,69,77,8,0.12
3698,3699,SR14,SR14-1,Private,,2019-11-09 11:32:00,11,2019-11-09 17:57:00,17.0,43.35,6.416666666666667,Nov,Saturday,late morning (9-12),Between 6 and 9  hours,1,0.464,69,107,38,0.54
3699,3700,AdO3,AdO3-4,Private,,2019-11-09 12:19:00,12,2019-11-10 10:52:00,10.0,31.04,22.55,Nov,Saturday,early afternoon (12-15),More than 18 hours,1,0.616,73,209,136,0.38
3703,3704,AsO4,AsO4-1,Private,,2019-11-09 13:27:00,13,2019-11-10 09:51:00,9.0,9.41,20.4,Nov,Saturday,early afternoon (12-15),More than 18 hours,1,0.884,80,203,123,0.12
3705,3706,UT7,UT7-3,Private,,2019-11-09 14:04:00,14,2019-11-10 11:23:00,11.0,6.34,21.316666666666666,Nov,Saturday,early afternoon (12-15),More than 18 hours,1,0.922,84,212,128,0.08
3706,3707,AdA1,AdA1-1,Private,,2019-11-09 15:11:00,15,2019-11-09 21:37:00,21.0,6.45,6.433333333333334,Nov,Saturday,late afternoon (15-18),Between 6 and 9  hours,1,0.92,91,129,38,0.08
3709,3710,Bl2,Bl2-5,Private,,2019-11-09 15:53:00,15,2019-11-09 17:45:00,17.0,6.67,1.8666666666666667,Nov,Saturday,late afternoon (15-18),Less than 3 hours,1,0.918,95,106,11,0.08
3710,3711,Bl2,Bl2-7,Private,,2019-11-09 16:36:00,16,2019-11-09 18:12:00,18.0,5.17,1.6,Nov,Saturday,late afternoon (15-18),Less than 3 hours,1,0.936,99,109,10,0.06
3711,3712,AdA6,AdA6-1,Private,,2019-11-09 16:45:00,16,2019-11-10 13:14:00,13.0,5.61,20.483333333333334,Nov,Saturday,late afternoon (15-18),More than 18 hours,1,0.931,100,223,123,0.06
3712,3713,NR1,NR1-2,Private,,2019-11-09 16:56:00,16,2019-11-10 12:49:00,12.0,1.58,19.883333333333333,Nov,Saturday,late afternoon (15-18),More than 18 hours,1,0.98,101,220,119,0.02
3713,3714,Bl2,Share-27,Shared,Shared-7,2019-11-09 17:42:00,17,2019-11-09 20:35:00,20.0,18.06,2.8833333333333333,Nov,Saturday,late afternoon (15-18),Less than 3 hours,1,0.777,106,123,17,0.22
3715,3716,UT7,UT7-2,Private,,2019-11-09 18:21:00,18,2019-11-10 15:30:00,15.0,12.01,21.15,Nov,Saturday,early evening (18-21),More than 18 hours,1,0.851,110,237,127,0.14
3716,3717,Bl2,Bl2-8,Private,,2019-11-09 18:22:00,18,2019-11-10 18:04:00,18.0,3.03,23.7,Nov,Saturday,early evening (18-21),More than 18 hours,1,0.963,110,252,142,0.04
3717,3718,Bl2,Bl2-5,Private,,2019-11-09 18:43:00,18,2019-11-09 21:40:00,21.0,10.57,2.95,Nov,Saturday,early evening (18-21),Less than 3 hours,1,0.869,112,130,18,0.14
3718,3719,UT9,Share-14,Shared,Shared-12,2019-11-09 18:58:00,18,2019-11-09 22:58:00,22.0,29.02,4.0,Nov,Saturday,early evening (18-21),Between 3 and 6 hours,1,0.641,113,137,24,0.36
3720,3721,AsO10,AsO10-1,Private,,2019-11-09 19:22:00,19,2019-11-10 09:31:00,9.0,12.25,14.15,Nov,Saturday,early evening (18-21),Between 12 and 15 hours,1,0.849,116,201,85,0.16
3721,3722,SR2,SR2-1,Private,,2019-11-09 19:53:00,19,2019-11-10 10:42:00,10.0,9.23,14.816666666666666,Nov,Saturday,early evening (18-21),Between 12 and 15 hours,1,0.886,119,208,89,0.12
3723,3724,Bl2,Bl2-5,Private,,2019-11-09 22:00:00,22,2019-11-10 03:46:00,3.0,6.29,5.766666666666667,Nov,Saturday,late evening (21-midnight),Between 3 and 6 hours,1,0.922,132,166,34,0.08
3724,3725,AdO1,AdO1-3,Private,,2019-11-10 01:42:00,1,2019-11-10 12:13:00,12.0,31.36,10.516666666666667,Nov,Sunday,early night (midnight-3),Between 9 and 12 hours,1,0.612,10,73,63,0.38
3725,3726,Bl2,Bl2-2,Private,,2019-11-10 02:46:00,2,2019-11-10 11:08:00,11.0,18.8,8.366666666666667,Nov,Sunday,early night (midnight-3),Between 6 and 9  hours,1,0.767,16,66,50,0.24
3726,3727,Bl2,Bl2-5,Private,,2019-11-10 05:27:00,5,2019-11-10 09:38:00,9.0,15.01,4.183333333333334,Nov,Sunday,late night (3-6),Between 3 and 6 hours,1,0.814,32,57,25,0.18
3728,3729,Bl2,Share-29,Shared,Shared-6,2019-11-10 10:47:00,10,2019-11-10 14:28:00,14.0,9.19,3.683333333333333,Nov,Sunday,late morning (9-12),Between 3 and 6 hours,1,0.886,64,86,22,0.12
3729,3730,Bl2,Share-7,Shared,Shared-7,2019-11-10 11:06:00,11,2019-11-10 16:34:00,16.0,31.76,5.466666666666667,Nov,Sunday,late morning (9-12),Between 3 and 6 hours,1,0.607,66,99,33,0.4
3730,3731,AsO2,Share-4,Shared,Shared-5,2019-11-10 11:18:00,11,2019-11-11 07:42:00,7.0,5.19,20.4,Nov,Sunday,late morning (9-12),More than 18 hours,1,0.936,67,190,123,0.06
3731,3732,Bl2,Bl2-5,Private,,2019-11-10 13:57:00,13,2019-11-10 17:04:00,17.0,11.24,3.1166666666666667,Nov,Sunday,early afternoon (12-15),Between 3 and 6 hours,1,0.861,83,102,19,0.14
3732,3733,AsO10,AsO10-5,Private,,2019-11-10 14:06:00,14,2019-11-11 07:02:00,7.0,52.18,16.933333333333334,Nov,Sunday,early afternoon (12-15),Between 15 and 18 hours,1,0.355,84,186,102,0.64
3733,3734,AsO4,AsO4-1,Private,,2019-11-10 14:22:00,14,2019-11-10 16:07:00,16.0,6.48,1.75,Nov,Sunday,early afternoon (12-15),Less than 3 hours,1,0.92,86,96,10,0.08
3736,3737,SR2,SR2-3,Private,,2019-11-10 15:07:00,15,2019-11-11 07:48:00,7.0,34.3,16.683333333333334,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.576,90,190,100,0.42
3737,3738,MS22,MS22-1,Private,,2019-11-10 15:20:00,15,2019-11-11 06:49:00,6.0,51.84,15.483333333333333,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.359,92,184,92,0.64
3738,3739,AdA6,AdA6-1,Private,,2019-11-10 16:00:00,16,2019-11-11 07:39:00,7.0,4.93,15.65,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.939,96,189,93,0.06
3740,3741,AsO2,Share-5,Shared,Shared-4,2019-11-10 16:17:00,16,2019-11-10 21:21:00,21.0,38.04,5.066666666666666,Nov,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.53,97,128,31,0.48
3741,3742,NR1,NR1-3,Private,,2019-11-10 16:22:00,16,2019-11-11 07:04:00,7.0,30.46,14.7,Nov,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.623,98,186,88,0.38
3743,3744,AsO4,AsO4-1,Private,,2019-11-10 17:17:00,17,2019-11-11 09:41:00,9.0,5.37,16.4,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.934,103,202,99,0.06
3744,3745,Bl2,Share-25,Shared,Shared-7,2019-11-10 17:19:00,17,2019-11-11 06:39:00,6.0,51.04,13.333333333333334,Nov,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.369,103,183,80,0.64
3745,3746,UT1,UT1-1,Private,,2019-11-10 17:20:00,17,2019-11-10 22:12:00,22.0,12.6,4.866666666666666,Nov,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.844,104,133,29,0.16
3746,3747,AsO2,AsO2-1,Private,,2019-11-10 17:25:00,17,2019-11-11 07:12:00,7.0,8.11,13.783333333333333,Nov,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.9,104,187,83,0.1
3747,3748,Bl2,Bl2-5,Private,,2019-11-10 17:36:00,17,2019-11-10 19:18:00,19.0,6.11,1.7,Nov,Sunday,late afternoon (15-18),Less than 3 hours,1,0.924,105,115,10,0.08
3748,3749,Bl2,Bl2-1,Private,,2019-11-10 18:19:00,18,2019-11-10 20:36:00,20.0,8.09,2.283333333333333,Nov,Sunday,early evening (18-21),Less than 3 hours,1,0.9,109,123,14,0.1
3749,3750,NR1,NR1-2,Private,,2019-11-10 18:19:00,18,2019-11-11 06:46:00,6.0,7.14,12.45,Nov,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.912,109,184,75,0.08
3751,3752,UT9,Share-12,Shared,Shared-12,2019-11-10 18:42:00,18,2019-11-10 22:04:00,22.0,20.88,3.3666666666666667,Nov,Sunday,early evening (18-21),Between 3 and 6 hours,1,0.742,112,132,20,0.26
3752,3753,UT15,UT15-1,Private,,2019-11-10 18:50:00,18,2019-11-11 11:33:00,11.0,6.24,16.716666666666665,Nov,Sunday,early evening (18-21),Between 15 and 18 hours,1,0.923,113,213,100,0.08
3753,3754,AdO3,Share-16,Shared,Shared-3,2019-11-10 19:14:00,19,2019-11-10 23:46:00,23.0,19.49,4.533333333333333,Nov,Sunday,early evening (18-21),Between 3 and 6 hours,1,0.759,115,142,27,0.24
3754,3755,UT7,UT7-2,Private,,2019-11-10 19:52:00,19,2019-11-11 07:23:00,7.0,12.39,11.516666666666667,Nov,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.847,119,188,69,0.16
3755,3756,AsO10,AsO10-1,Private,,2019-11-10 20:06:00,20,2019-11-11 07:37:00,7.0,4.5,11.516666666666667,Nov,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.944,120,189,69,0.06
